Function,Raw Force, Resting Force offset, Compensated Force, External Analog Input, Position, milliseconds
Move forward to applanation setpoint,00001980,00001852,00000128,00000000,32.8875427246,1468387168096 
Move forward to applanation setpoint,00001962,00001852,00000110,00000000,32.8909149170,1468387168101 
Move forward to applanation setpoint,00001976,00001852,00000124,00000000,32.8944892883,1468387168108 
Move forward to applanation setpoint,00001981,00001852,00000129,00000000,32.8982582092,1468387168113 
Move forward to applanation setpoint,00001980,00001852,00000128,00000000,32.9017295837,1468387168119 
Move forward to applanation setpoint,00001984,00001852,00000132,00000000,32.9052047729,1468387168125 
Move forward to applanation setpoint,00001984,00001852,00000132,00000000,32.9086761475,1468387168130 
Move forward to applanation setpoint,00001986,00001852,00000134,00000000,32.9122467041,1468387168136 
Move forward to applanation setpoint,00001987,00001852,00000135,00000000,32.9160194397,1468387168142 
Move forward to applanation setpoint,00001982,00001852,00000130,00000000,32.9196891785,1468387168148 
Move forward to applanation setpoint,00001997,00001852,00000145,00000000,32.9231605530,1468387168154 
Move forward to applanation setpoint,00001988,00001852,00000136,00000000,32.9265365601,1468387168159 
Move forward to applanation setpoint,00001975,00001852,00000123,00000000,32.9300079346,1468387168165 
Move forward to applanation setpoint,00001992,00001852,00000140,00000000,32.9337768555,1468387168171 
Move forward to applanation setpoint,00001985,00001852,00000133,00000000,32.9375495911,1468387168177 
Move forward to applanation setpoint,00001978,00001852,00000126,00000000,32.9410209656,1468387168182 
Move forward to applanation setpoint,00001982,00001852,00000130,00000000,32.9443931580,1468387168188 
Move forward to applanation setpoint,00001982,00001852,00000130,00000000,32.9477691650,1468387168193 
Move forward to applanation setpoint,00001987,00001852,00000135,00000000,32.9512405396,1468387168199 
Move forward to applanation setpoint,00001989,00001852,00000137,00000000,32.9551086426,1468387168205 
Move forward to applanation setpoint,00001984,00001852,00000132,00000000,32.9585838318,1468387168211 
Move forward to applanation setpoint,00001990,00001852,00000138,00000000,32.9619560242,1468387168216 
Move forward to applanation setpoint,00001991,00001852,00000139,00000000,32.9653282166,1468387168222 
Move forward to applanation setpoint,00001993,00001852,00000141,00000000,32.9689025879,1468387168228 
Move forward to applanation setpoint,00002002,00001852,00000150,00000000,32.9724731445,1468387168234 
Move forward to applanation setpoint,00002008,00001852,00000156,00000000,32.9760475159,1468387168239 
Move forward to applanation setpoint,00001990,00001852,00000138,00000000,32.9796180725,1468387168245 
Move forward to applanation setpoint,00002007,00001852,00000155,00000000,32.9830894470,1468387168251 
Move forward to applanation setpoint,00001990,00001852,00000138,00000000,32.9865646362,1468387168256 
Move forward to applanation setpoint,00001999,00001852,00000147,00000000,32.9900360107,1468387168262 
Move forward to applanation setpoint,00001994,00001852,00000142,00000000,32.9935073853,1468387168268 
Move forward to applanation setpoint,00001998,00001852,00000146,00000000,32.9969825745,1468387168274 
Move forward to applanation setpoint,00001996,00001852,00000144,00000000,33.0008506775,1468387168280 
Move forward to applanation setpoint,00001999,00001852,00000147,00000000,33.0044212341,1468387168285 
Move forward to applanation setpoint,00002003,00001852,00000151,00000000,33.0078964233,1468387168291 
Move forward to applanation setpoint,00001996,00001852,00000144,00000000,33.0113677979,1468387168297 
Move forward to applanation setpoint,00002010,00001852,00000158,00000000,33.0152359009,1468387168303 
Move forward to applanation setpoint,00002016,00001852,00000164,00000000,33.0186119080,1468387168308 
Move forward to applanation setpoint,00002019,00001852,00000167,00000000,33.0221824646,1468387168314 
Move forward to applanation setpoint,00002013,00001852,00000161,00000000,33.0255546570,1468387168319 
Move forward to applanation setpoint,00002018,00001852,00000166,00000000,33.0290298462,1468387168325 
Move forward to applanation setpoint,00002022,00001852,00000170,00000000,33.0326004028,1468387168331 
Move forward to applanation setpoint,00002019,00001852,00000167,00000000,33.0359725952,1468387168337 
Move forward to applanation setpoint,00002026,00001852,00000174,00000000,33.0398445129,1468387168343 
Move forward to applanation setpoint,00002010,00001852,00000158,00000000,33.0435142517,1468387168349 
Move forward to applanation setpoint,00002020,00001852,00000168,00000000,33.0469856262,1468387168354 
Move forward to applanation setpoint,00002011,00001852,00000159,00000000,33.0504608154,1468387168360 
Move forward to applanation setpoint,00002026,00001852,00000174,00000000,33.0544281006,1468387168366 
Move forward to applanation setpoint,00002020,00001852,00000168,00000000,33.0578002930,1468387168372 
Move forward to applanation setpoint,00002033,00001852,00000181,00000000,33.0612754822,1468387168377 
Move forward to applanation setpoint,00002028,00001852,00000176,00000000,33.0647468567,1468387168383 
Move forward to applanation setpoint,00002028,00001852,00000176,00000000,33.0682182312,1468387168388 
Move forward to applanation setpoint,00002032,00001852,00000180,00000000,33.0715942383,1468387168394 
Move forward to applanation setpoint,00002035,00001852,00000183,00000000,33.0749664307,1468387168400 
Move forward to applanation setpoint,00002044,00001852,00000192,00000000,33.0789337158,1468387168406 
Move forward to applanation setpoint,00002037,00001852,00000185,00000000,33.0824089050,1468387168411 
Move forward to applanation setpoint,00002048,00001852,00000196,00000000,33.0857810974,1468387168417 
Move forward to applanation setpoint,00002044,00001852,00000192,00000000,33.0892524719,1468387168423 
Move forward to applanation setpoint,00002048,00001852,00000196,00000000,33.0927276611,1468387168428 
Move forward to applanation setpoint,00002037,00001852,00000185,00000000,33.0963973999,1468387168434 
Move forward to applanation setpoint,00002048,00001852,00000196,00000000,33.0999717712,1468387168440 
Move forward to applanation setpoint,00002046,00001852,00000194,00000000,33.1035423279,1468387168446 
Move forward to applanation setpoint,00002048,00001852,00000196,00000000,33.1070137024,1468387168451 
Move forward to applanation setpoint,00002039,00001852,00000187,00000000,33.1105880737,1468387168457 
Move forward to applanation setpoint,00002050,00001852,00000198,00000000,33.1140594482,1468387168463 
Move forward to applanation setpoint,00002037,00001852,00000185,00000000,33.1180267334,1468387168469 
Move forward to applanation setpoint,00002044,00001852,00000192,00000000,33.1214027405,1468387168475 
Move forward to applanation setpoint,00002049,00001852,00000197,00000000,33.1249732971,1468387168480 
Move forward to applanation setpoint,00002042,00001852,00000190,00000000,33.1283454895,1468387168486 
Move forward to applanation setpoint,00002050,00001852,00000198,00000000,33.1318206787,1468387168492 
Move forward to applanation setpoint,00002051,00001852,00000199,00000000,33.1357879639,1468387168498 
Move forward to applanation setpoint,00002060,00001852,00000208,00000000,33.1392593384,1468387168503 
Move forward to applanation setpoint,00002064,00001852,00000212,00000000,33.1426353455,1468387168509 
Move forward to applanation setpoint,00002051,00001852,00000199,00000000,33.1461067200,1468387168515 
Move forward to applanation setpoint,00002059,00001852,00000207,00000000,33.1495780945,1468387168520 
Move forward to applanation setpoint,00002056,00001852,00000204,00000000,33.1529541016,1468387168526 
Move forward to applanation setpoint,00002065,00001852,00000213,00000000,33.1565246582,1468387168531 
Move forward to applanation setpoint,00002062,00001852,00000210,00000000,33.1599960327,1468387168537 
Move forward to applanation setpoint,00002068,00001852,00000216,00000000,33.1633720398,1468387168543 
Move forward to applanation setpoint,00002059,00001852,00000207,00000000,33.1671409607,1468387168549 
Move forward to applanation setpoint,00002058,00001852,00000206,00000000,33.1711082458,1468387168555 
Move forward to applanation setpoint,00002067,00001852,00000215,00000000,33.1745834351,1468387168560 
Move forward to applanation setpoint,00002066,00001852,00000214,00000000,33.1779556274,1468387168566 
Move forward to applanation setpoint,00002059,00001852,00000207,00000000,33.1819229126,1468387168573 
Move forward to applanation setpoint,00002068,00001852,00000216,00000000,33.1853981018,1468387168578 
Move forward to applanation setpoint,00002065,00001852,00000213,00000000,33.1889686584,1468387168584 
Move forward to applanation setpoint,00002072,00001852,00000220,00000000,33.1924400330,1468387168589 
Move forward to applanation setpoint,00002063,00001852,00000211,00000000,33.1957168579,1468387168595 
Move forward to applanation setpoint,00002062,00001852,00000210,00000000,33.1991882324,1468387168600 
Move forward to applanation setpoint,00002067,00001852,00000215,00000000,33.2026596069,1468387168606 
Move forward to applanation setpoint,00002067,00001852,00000215,00000000,33.2063331604,1468387168612 
Move forward to applanation setpoint,00002071,00001852,00000219,00000000,33.2100028992,1468387168618 
Move forward to applanation setpoint,00002072,00001852,00000220,00000000,33.2134742737,1468387168623 
Move forward to applanation setpoint,00002086,00001852,00000234,00000000,33.2168502808,1468387168629 
Move forward to applanation setpoint,00002070,00001852,00000218,00000000,33.2205200195,1468387168635 
Move forward to applanation setpoint,00002081,00001852,00000229,00000000,33.2239952087,1468387168641 
Move forward to applanation setpoint,00002078,00001852,00000226,00000000,33.2277641296,1468387168647 
Move forward to applanation setpoint,00002088,00001852,00000236,00000000,33.2316322327,1468387168653 
Move forward to applanation setpoint,00002080,00001852,00000228,00000000,33.2350082397,1468387168658 
Move forward to applanation setpoint,00002088,00001852,00000236,00000000,33.2384796143,1468387168664 
Move forward to applanation setpoint,00002085,00001852,00000233,00000000,33.2424468994,1468387168670 
Move forward to applanation setpoint,00002088,00001852,00000236,00000000,33.2459220886,1468387168676 
Move forward to applanation setpoint,00002099,00001852,00000247,00000000,33.2492942810,1468387168682 
Move forward to applanation setpoint,00002093,00001852,00000241,00000000,33.2528648376,1468387168687 
Move forward to applanation setpoint,00002099,00001852,00000247,00000000,33.2562408447,1468387168693 
Move forward to applanation setpoint,00002089,00001852,00000237,00000000,33.2597122192,1468387168698 
Move forward to applanation setpoint,00002099,00001852,00000247,00000000,33.2630844116,1468387168704 
Move forward to applanation setpoint,00002103,00001852,00000251,00000000,33.2667579651,1468387168710 
Move forward to applanation setpoint,00002102,00001852,00000250,00000000,33.2705268860,1468387168716 
Move forward to applanation setpoint,00002097,00001852,00000245,00000000,33.2739982605,1468387168721 
Move forward to applanation setpoint,00002111,00001852,00000259,00000000,33.2773742676,1468387168727 
Move forward to applanation setpoint,00002099,00001852,00000247,00000000,33.2811431885,1468387168733 
Move forward to applanation setpoint,00002118,00001852,00000266,00000000,33.2848129272,1468387168739 
Move forward to applanation setpoint,00002111,00001852,00000259,00000000,33.2882881165,1468387168745 
Move forward to applanation setpoint,00002118,00001852,00000266,00000000,33.2918586731,1468387168750 
Move forward to applanation setpoint,00002121,00001852,00000269,00000000,33.2953300476,1468387168756 
Move forward to applanation setpoint,00002112,00001852,00000260,00000000,33.2988052368,1468387168762 
Move forward to applanation setpoint,00002123,00001852,00000271,00000000,33.3021774292,1468387168767 
Move forward to applanation setpoint,00002120,00001852,00000268,00000000,33.3056488037,1468387168773 
Move forward to applanation setpoint,00002120,00001852,00000268,00000000,33.3091239929,1468387168778 
Move forward to applanation setpoint,00002105,00001852,00000253,00000000,33.3128929138,1468387168785 
Move forward to applanation setpoint,00002131,00001852,00000279,00000000,33.3165626526,1468387168790 
Move forward to applanation setpoint,00002131,00001852,00000279,00000000,33.3201370239,1468387168796 
Move forward to applanation setpoint,00002134,00001852,00000282,00000000,33.3237075806,1468387168802 
Move forward to applanation setpoint,00002123,00001852,00000271,00000000,33.3271789551,1468387168807 
Move forward to applanation setpoint,00002124,00001852,00000272,00000000,33.3305549622,1468387168813 
Move forward to applanation setpoint,00002137,00001852,00000285,00000000,33.3340263367,1468387168819 
Move forward to applanation setpoint,00002129,00001852,00000277,00000000,33.3373985291,1468387168824 
Move forward to applanation setpoint,00002138,00001852,00000286,00000000,33.3408737183,1468387168830 
Move forward to applanation setpoint,00002137,00001852,00000285,00000000,33.3443450928,1468387168836 
Move forward to applanation setpoint,00002139,00001852,00000287,00000000,33.3482170105,1468387168842 
Move forward to applanation setpoint,00002133,00001852,00000281,00000000,33.3518867493,1468387168847 
Move forward to applanation setpoint,00002145,00001852,00000293,00000000,33.3552589417,1468387168853 
Move forward to applanation setpoint,00002143,00001852,00000291,00000000,33.3587341309,1468387168859 
Move forward to applanation setpoint,00002147,00001852,00000295,00000000,33.3623046875,1468387168864 
Move forward to applanation setpoint,00002153,00001852,00000301,00000000,33.3660736084,1468387168871 
Move forward to applanation setpoint,00002156,00001852,00000304,00000000,33.3696479797,1468387168876 
Move forward to applanation setpoint,00002151,00001852,00000299,00000000,33.3731193542,1468387168882 
Move forward to applanation setpoint,00002160,00001852,00000308,00000000,33.3764915466,1468387168888 
Move forward to applanation setpoint,00002159,00001852,00000307,00000000,33.3800659180,1468387168893 
Move forward to applanation setpoint,00002158,00001852,00000306,00000000,33.3834381104,1468387168899 
Move forward to applanation setpoint,00002157,00001852,00000305,00000000,33.3874053955,1468387168905 
Move forward to applanation setpoint,00002162,00001852,00000310,00000000,33.3908805847,1468387168911 
Move forward to applanation setpoint,00002170,00001852,00000318,00000000,33.3943519592,1468387168916 
Move forward to applanation setpoint,00002171,00001852,00000319,00000000,33.3977241516,1468387168922 
Move forward to applanation setpoint,00002173,00001852,00000321,00000000,33.4011993408,1468387168927 
Move forward to applanation setpoint,00002170,00001852,00000318,00000000,33.4047698975,1468387168933 
Move forward to applanation setpoint,00002177,00001852,00000325,00000000,33.4085388184,1468387168939 
Move forward to applanation setpoint,00002168,00001852,00000316,00000000,33.4120140076,1468387168945 
Move forward to applanation setpoint,00002175,00001852,00000323,00000000,33.4155845642,1468387168951 
Move forward to applanation setpoint,00002180,00001852,00000328,00000000,33.4191551208,1468387168956 
Move forward to applanation setpoint,00002181,00001852,00000329,00000000,33.4225311279,1468387168963 
Move forward to applanation setpoint,00002190,00001852,00000338,00000000,33.4263992310,1468387168968 
Move forward to applanation setpoint,00002187,00001852,00000335,00000000,33.4298706055,1468387168974 
Move forward to applanation setpoint,00002201,00001852,00000349,00000000,33.4332466125,1468387168979 
Move forward to applanation setpoint,00002190,00001852,00000338,00000000,33.4367179871,1468387168985 
Move forward to applanation setpoint,00002196,00001852,00000344,00000000,33.4401893616,1468387168990 
Move forward to applanation setpoint,00002195,00001852,00000343,00000000,33.4435653687,1468387168996 
Move forward to applanation setpoint,00002206,00001852,00000354,00000000,33.4469375610,1468387169001 
Move forward to applanation setpoint,00002199,00001852,00000347,00000000,33.4504089355,1468387169008 
Move forward to applanation setpoint,00002200,00001852,00000348,00000000,33.4546775818,1468387169014 
Move forward to applanation setpoint,00002209,00001852,00000357,00000000,33.4584465027,1468387169020 
Move forward to applanation setpoint,00002221,00001852,00000369,00000000,33.4619216919,1468387169026 
Move forward to applanation setpoint,00002204,00001852,00000352,00000000,33.4653930664,1468387169031 
Move forward to applanation setpoint,00002212,00001852,00000360,00000000,33.4688644409,1468387169037 
Move forward to applanation setpoint,00002207,00001852,00000355,00000000,33.4723396301,1468387169043 
Move forward to applanation setpoint,00002214,00001852,00000362,00000000,33.4763069153,1468387169049 
Move forward to applanation setpoint,00002214,00001852,00000362,00000000,33.4799766541,1468387169055 
Move forward to applanation setpoint,00002218,00001852,00000366,00000000,33.4834518433,1468387169060 
Move forward to applanation setpoint,00002236,00001852,00000384,00000000,33.4868240356,1468387169066 
Move forward to applanation setpoint,00002223,00001852,00000371,00000000,33.4902954102,1468387169072 
Move forward to applanation setpoint,00002233,00001852,00000381,00000000,33.4939689636,1468387169078 
Move forward to applanation setpoint,00002219,00001852,00000367,00000000,33.4975395203,1468387169083 
Move forward to applanation setpoint,00002228,00001852,00000376,00000000,33.5010108948,1468387169089 
Move forward to applanation setpoint,00002220,00001852,00000368,00000000,33.5044860840,1468387169094 
Move forward to applanation setpoint,00002226,00001852,00000374,00000000,33.5078582764,1468387169100 
Move forward to applanation setpoint,00002223,00001852,00000371,00000000,33.5113296509,1468387169106 
Move forward to applanation setpoint,00002212,00001852,00000360,00000000,33.5152015686,1468387169112 
Move forward to applanation setpoint,00002235,00001852,00000383,00000000,33.5186729431,1468387169118 
Move forward to applanation setpoint,00002232,00001852,00000380,00000000,33.5221443176,1468387169123 
Move forward to applanation setpoint,00002234,00001852,00000382,00000000,33.5255203247,1468387169129 
Move forward to applanation setpoint,00002231,00001852,00000379,00000000,33.5289916992,1468387169134 
Move forward to applanation setpoint,00002228,00001852,00000376,00000000,33.5326614380,1468387169141 
Move forward to applanation setpoint,00002230,00001852,00000378,00000000,33.5365333557,1468387169146 
Move forward to applanation setpoint,00002231,00001852,00000379,00000000,33.5400047302,1468387169152 
Move forward to applanation setpoint,00002225,00001852,00000373,00000000,33.5434761047,1468387169158 
Move forward to applanation setpoint,00002236,00001852,00000384,00000000,33.5469512939,1468387169163 
Move forward to applanation setpoint,00002234,00001852,00000382,00000000,33.5503234863,1468387169189 
Move forward to applanation setpoint,00002244,00001852,00000392,00000000,33.5736389160,1468387169207 
Move forward to applanation setpoint,00002250,00001852,00000398,00000000,33.5774116516,1468387169213 
Move forward to applanation setpoint,00002260,00001852,00000408,00000000,33.5809822083,1468387169219 
Move forward to applanation setpoint,00002263,00001852,00000411,00000000,33.5846519470,1468387169224 
Move forward to applanation setpoint,00002254,00001852,00000402,00000000,33.5881271362,1468387169230 
Move forward to applanation setpoint,00002260,00001852,00000408,00000000,33.5914993286,1468387169235 
Move forward to applanation setpoint,00002263,00001852,00000411,00000000,33.5950698853,1468387169241 
Move forward to applanation setpoint,00002260,00001852,00000408,00000000,33.5987434387,1468387169248 
Move forward to applanation setpoint,00002262,00001852,00000410,00000000,33.6029090881,1468387169254 
Move forward to applanation setpoint,00002273,00001852,00000421,00000000,33.6064834595,1468387169260 
Move forward to applanation setpoint,00002280,00001852,00000428,00000000,33.6103515625,1468387169266 
Move forward to applanation setpoint,00002269,00001852,00000417,00000000,33.6138229370,1468387169271 
Move forward to applanation setpoint,00002283,00001852,00000431,00000000,33.6171989441,1468387169277 
Move forward to applanation setpoint,00002277,00001852,00000425,00000000,33.6206703186,1468387169283 
Move forward to applanation setpoint,00002283,00001852,00000431,00000000,33.6240425110,1468387169288 
Move forward to applanation setpoint,00002277,00001852,00000425,00000000,33.6279144287,1468387169294 
Move forward to applanation setpoint,00002289,00001852,00000437,00000000,33.6314849854,1468387169300 
Move forward to applanation setpoint,00002294,00001852,00000442,00000000,33.6349563599,1468387169306 
Move forward to applanation setpoint,00002298,00001852,00000446,00000000,33.6384315491,1468387169311 
Move forward to applanation setpoint,00002297,00001852,00000445,00000000,33.6418037415,1468387169317 
Move forward to applanation setpoint,00002289,00001852,00000437,00000000,33.6452751160,1468387169322 
Move forward to applanation setpoint,00002311,00001852,00000459,00000000,33.6487503052,1468387169328 
Move forward to applanation setpoint,00002296,00001852,00000444,00000000,33.6521224976,1468387169334 
Move forward to applanation setpoint,00002305,00001852,00000453,00000000,33.6555938721,1468387169339 
Move forward to applanation setpoint,00002304,00001852,00000452,00000000,33.6593666077,1468387169346 
Move forward to applanation setpoint,00002311,00001852,00000459,00000000,33.6635322571,1468387169352 
Move forward to applanation setpoint,00002306,00001852,00000454,00000000,33.6670036316,1468387169358 
Move forward to applanation setpoint,00002313,00001852,00000461,00000000,33.6703796387,1468387169363 
Move forward to applanation setpoint,00002314,00001852,00000462,00000000,33.6738510132,1468387169369 
Move forward to applanation setpoint,00002314,00001852,00000462,00000000,33.6773223877,1468387169374 
Move forward to applanation setpoint,00002314,00001852,00000462,00000000,33.6811943054,1468387169381 
Move forward to applanation setpoint,00002309,00001852,00000457,00000000,33.6847648621,1468387169386 
Move forward to applanation setpoint,00002313,00001852,00000461,00000000,33.6881370544,1468387169392 
Move forward to applanation setpoint,00002307,00001852,00000455,00000000,33.6915130615,1468387169397 
Move forward to applanation setpoint,00002309,00001852,00000457,00000000,33.6950836182,1468387169403 
Move forward to applanation setpoint,00002304,00001852,00000452,00000000,33.6984558105,1468387169409 
Move forward to applanation setpoint,00002311,00001852,00000459,00000000,33.7022285461,1468387169415 
Move forward to applanation setpoint,00002306,00001852,00000454,00000000,33.7056999207,1468387169420 
Move forward to applanation setpoint,00002310,00001852,00000458,00000000,33.7090721130,1468387169426 
Move forward to applanation setpoint,00002313,00001852,00000461,00000000,33.7125473022,1468387169431 
Move forward to applanation setpoint,00002310,00001852,00000458,00000000,33.7161178589,1468387169437 
Move forward to applanation setpoint,00002319,00001852,00000467,00000000,33.7198867798,1468387169443 
Move forward to applanation setpoint,00002323,00001852,00000471,00000000,33.7235603333,1468387169449 
Move forward to applanation setpoint,00002334,00001852,00000482,00000000,33.7270317078,1468387169455 
Move forward to applanation setpoint,00002319,00001852,00000467,00000000,33.7305068970,1468387169460 
Move forward to applanation setpoint,00002327,00001852,00000475,00000000,33.7340774536,1468387169466 
Move forward to applanation setpoint,00002317,00001852,00000465,00000000,33.7377471924,1468387169472 
Move forward to applanation setpoint,00002322,00001852,00000470,00000000,33.7413215637,1468387169478 
Move forward to applanation setpoint,00002323,00001852,00000471,00000000,33.7447929382,1468387169484 
Move forward to applanation setpoint,00002320,00001852,00000468,00000000,33.7482643127,1468387169489 
Move forward to applanation setpoint,00002323,00001852,00000471,00000000,33.7516403198,1468387169494 
Move forward to applanation setpoint,00002324,00001852,00000472,00000000,33.7551116943,1468387169501 
Move forward to applanation setpoint,00002340,00001852,00000488,00000000,33.7588806152,1468387169506 
Move forward to applanation setpoint,00002337,00001852,00000485,00000000,33.7623558044,1468387169512 
Move forward to applanation setpoint,00002339,00001852,00000487,00000000,33.7659263611,1468387169518 
Move forward to applanation setpoint,00002343,00001852,00000491,00000000,33.7692985535,1468387169523 
Move forward to applanation setpoint,00002356,00001852,00000504,00000000,33.7727737427,1468387169529 
Move forward to applanation setpoint,00002367,00001852,00000515,00000000,33.7765426636,1468387169535 
Move forward to applanation setpoint,00002350,00001852,00000498,00000000,33.7802124023,1468387169541 
Move forward to applanation setpoint,00002363,00001852,00000511,00000000,33.7838859558,1468387169547 
Move forward to applanation setpoint,00002373,00001852,00000521,00000000,33.7873573303,1468387169552 
Move forward to applanation setpoint,00002369,00001852,00000517,00000000,33.7909278870,1468387169558 
Move forward to applanation setpoint,00002378,00001852,00000526,00000000,33.7945022583,1468387169564 
Move forward to applanation setpoint,00002378,00001852,00000526,00000000,33.7983703613,1468387169570 
Move forward to applanation setpoint,00002387,00001852,00000535,00000000,33.8017425537,1468387169576 
Move forward to applanation setpoint,00002382,00001852,00000530,00000000,33.8052177429,1468387169581 
Move forward to applanation setpoint,00002383,00001852,00000531,00000000,33.8086891174,1468387169587 
Move forward to applanation setpoint,00002387,00001852,00000535,00000000,33.8120613098,1468387169592 
Move forward to applanation setpoint,00002402,00001852,00000550,00000000,33.8155364990,1468387169598 
Move forward to applanation setpoint,00002394,00001852,00000542,00000000,33.8189086914,1468387169604 
Move forward to applanation setpoint,00002407,00001852,00000555,00000000,33.8230743408,1468387169610 
Move forward to applanation setpoint,00002422,00001852,00000570,00000000,33.8265495300,1468387169616 
Move forward to applanation setpoint,00002406,00001852,00000554,00000000,33.8299217224,1468387169621 
Move forward to applanation setpoint,00002413,00001852,00000561,00000000,33.8334922791,1468387169628 
Move forward to applanation setpoint,00002409,00001852,00000557,00000000,33.8373641968,1468387169633 
Move forward to applanation setpoint,00002427,00001852,00000575,00000000,33.8408355713,1468387169639 
Move forward to applanation setpoint,00002418,00001852,00000566,00000000,33.8443107605,1468387169645 
Move forward to applanation setpoint,00002426,00001852,00000574,00000000,33.8478813171,1468387169650 
Move forward to applanation setpoint,00002426,00001852,00000574,00000000,33.8512535095,1468387169656 
Move forward to applanation setpoint,00002432,00001852,00000580,00000000,33.8548278809,1468387169662 
Move forward to applanation setpoint,00002435,00001852,00000583,00000000,33.8582992554,1468387169668 
Move forward to applanation setpoint,00002434,00001852,00000582,00000000,33.8623657227,1468387169674 
Move forward to applanation setpoint,00002430,00001852,00000578,00000000,33.8658409119,1468387169679 
Move forward to applanation setpoint,00002446,00001852,00000594,00000000,33.8692131042,1468387169685 
Move forward to applanation setpoint,00002433,00001852,00000581,00000000,33.8726844788,1468387169690 
Move forward to applanation setpoint,00002433,00001852,00000581,00000000,33.8760604858,1468387169696 
Move forward to applanation setpoint,00002454,00001852,00000602,00000000,33.8794326782,1468387169701 
Move forward to applanation setpoint,00002450,00001852,00000598,00000000,33.8828048706,1468387169707 
Move forward to applanation setpoint,00002450,00001852,00000598,00000000,33.8867759705,1468387169713 
Move forward to applanation setpoint,00002451,00001852,00000599,00000000,33.8903465271,1468387169719 
Move forward to applanation setpoint,00002471,00001852,00000619,00000000,33.8938179016,1468387169725 
Move forward to applanation setpoint,00002448,00001852,00000596,00000000,33.8971939087,1468387169731 
Move forward to applanation setpoint,00002467,00001852,00000615,00000000,33.9011611938,1468387169737 
Move forward to applanation setpoint,00002472,00001852,00000620,00000000,33.9046325684,1468387169742 
Move forward to applanation setpoint,00002477,00001852,00000625,00000000,33.9082069397,1468387169748 
Move forward to applanation setpoint,00002481,00001852,00000629,00000000,33.9116783142,1468387169754 
Move forward to applanation setpoint,00002486,00001852,00000634,00000000,33.9151496887,1468387169760 
Move forward to applanation setpoint,00002480,00001852,00000628,00000000,33.9191207886,1468387169766 
Move forward to applanation setpoint,00002487,00001852,00000635,00000000,33.9225921631,1468387169771 
Move forward to applanation setpoint,00002493,00001852,00000641,00000000,33.9260635376,1468387169777 
Move forward to applanation setpoint,00002485,00001852,00000633,00000000,33.9295387268,1468387169782 
Move forward to applanation setpoint,00002494,00001852,00000642,00000000,33.9330101013,1468387169788 
Move forward to applanation setpoint,00002492,00001852,00000640,00000000,33.9363822937,1468387169793 
Move forward to applanation setpoint,00002489,00001852,00000637,00000000,33.9396591187,1468387169799 
Move forward to applanation setpoint,00002473,00001852,00000621,00000000,33.9433288574,1468387169805 
Move forward to applanation setpoint,00002487,00001852,00000635,00000000,33.9469985962,1468387169811 
Move forward to applanation setpoint,00002503,00001852,00000651,00000000,33.9504737854,1468387169816 
Move forward to applanation setpoint,00002503,00001852,00000651,00000000,33.9539451599,1468387169822 
Move forward to applanation setpoint,00002517,00001852,00000665,00000000,33.9574165344,1468387169828 
Move forward to applanation setpoint,00002501,00001852,00000649,00000000,33.9607925415,1468387169833 
Move forward to applanation setpoint,00002517,00001852,00000665,00000000,33.9643630981,1468387169839 
Move forward to applanation setpoint,00002527,00001852,00000675,00000000,33.9678344727,1468387169845 
Move forward to applanation setpoint,00002524,00001852,00000672,00000000,33.9718055725,1468387169851 
Move forward to applanation setpoint,00002524,00001852,00000672,00000000,33.9755744934,1468387169857 
Move forward to applanation setpoint,00002546,00001852,00000694,00000000,33.9790496826,1468387169863 
Move forward to applanation setpoint,00002547,00001852,00000695,00000000,33.9825210571,1468387169869 
Move forward to applanation setpoint,00002530,00001852,00000678,00000000,33.9866867065,1468387169875 
Move forward to applanation setpoint,00002553,00001852,00000701,00000000,33.9900627136,1468387169881 
Move forward to applanation setpoint,00002551,00001852,00000699,00000000,33.9935340881,1468387169886 
Move forward to applanation setpoint,00002548,00001852,00000696,00000000,33.9969062805,1468387169891 
Move forward to applanation setpoint,00002545,00001852,00000693,00000000,34.0002822876,1468387169897 
Move forward to applanation setpoint,00002553,00001852,00000701,00000000,34.0040512085,1468387169904 
Move forward to applanation setpoint,00002551,00001852,00000699,00000000,34.0078201294,1468387169909 
Move forward to applanation setpoint,00002546,00001852,00000694,00000000,34.0111961365,1468387169915 
Move forward to applanation setpoint,00002544,00001852,00000692,00000000,34.0147666931,1468387169920 
Move forward to applanation setpoint,00002546,00001852,00000694,00000000,34.0182380676,1468387169926 
Move forward to applanation setpoint,00002540,00001852,00000688,00000000,34.0217132568,1468387169932 
Move forward to applanation setpoint,00002554,00001852,00000702,00000000,34.0254821777,1468387169938 
Move forward to applanation setpoint,00002566,00001852,00000714,00000000,34.0289535522,1468387169944 
Move forward to applanation setpoint,00002561,00001852,00000709,00000000,34.0325279236,1468387169949 
Move forward to applanation setpoint,00002561,00001852,00000709,00000000,34.0359992981,1468387169955 
Move forward to applanation setpoint,00002568,00001852,00000716,00000000,34.0393714905,1468387169960 
Move forward to applanation setpoint,00002578,00001852,00000726,00000000,34.0428466797,1468387169966 
Move forward to applanation setpoint,00002575,00001852,00000723,00000000,34.0463180542,1468387169972 
Move forward to applanation setpoint,00002578,00001852,00000726,00000000,34.0502853394,1468387169978 
Move forward to applanation setpoint,00002564,00001852,00000712,00000000,34.0537605286,1468387169984 
